id,realDonaldTrump,HillaryClinton
85,0.0479277,0.952072
86,0.994399,0.00560066
87,0.236079,0.763921
88,0.0177466,0.982253
89,0.943753,0.056247
90,0.0250305,0.974969
91,0.0357894,0.964211
92,0.00345703,0.996543
93,0.999415,0.000585066
94,0.999262,0.000738487
95,0.199582,0.800418
96,0.0466734,0.953327
97,0.156437,0.843563
98,0.00143579,0.998564
99,0.00492541,0.995075
100,0.0119348,0.988065
101,0.00146923,0.998531
102,0.167185,0.832815
103,0.0340064,0.965994
104,0.142051,0.857949
105,0.984928,0.0150724
106,0.00294788,0.997052
107,0.00537611,0.994624
108,0.00909222,0.990908
109,0.00624036,0.99376
110,0.00512121,0.994879
111,0.0118879,0.988112
112,0.746717,0.253283
113,0.238417,0.761583
114,0.999257,0.000743403
115,0.00466134,0.995339
116,0.00871843,0.991282
117,0.986892,0.0131083
118,0.0165842,0.983416
119,0.00501931,0.994981
120,0.00639104,0.993609
121,0.00139448,0.998606
122,0.00266228,0.997338
123,0.00509102,0.994909
124,0.102252,0.897748
125,0.00164171,0.998358
126,0.00547181,0.994528
127,0.0020608,0.997939
128,0.0025981,0.997402
129,0.005254,0.994746
130,0.00345912,0.996541
131,0.00452768,0.995472
132,0.00825496,0.991745
133,0.00246879,0.997531
134,0.00546753,0.994532
135,0.667853,0.332147
136,0.997183,0.0028173
137,0.00189898,0.998101
138,0.00346462,0.996535
139,0.0227714,0.977229
140,0.00431562,0.995684
141,0.184655,0.815345
142,0.00925668,0.990743
143,0.915628,0.0843721
144,0.00162588,0.998374
145,0.98988,0.0101199
146,0.276779,0.723221
147,0.0136713,0.986329
148,0.0274778,0.972522
149,0.0962922,0.903708
150,0.00430769,0.995692
151,0.0206917,0.979308
152,0.00131532,0.998685
153,0.994842,0.00515808
154,0.00470787,0.995292
155,0.0262893,0.973711
156,0.00364807,0.996352
157,0.00624513,0.993755
158,0.0141542,0.985846
159,0.0808259,0.919174
160,0.01171,0.98829
161,0.00711655,0.992883
162,0.00117356,0.998826
163,0.681076,0.318924
164,0.00485396,0.995146
165,0.00792817,0.992072
166,0.0032925,0.996707
167,0.464397,0.535603
168,0.983536,0.0164644
169,0.0168574,0.983143
170,0.0476175,0.952383
171,0.00498309,0.995017
172,0.0330947,0.966905
173,0.00993883,0.990061
174,0.912265,0.0877347
175,0.0144434,0.985557
176,0.00778412,0.992216
177,0.0212163,0.978784
178,0.997858,0.00214167
179,0.0385783,0.961422
180,0.00365771,0.996342
181,0.995571,0.00442908
182,0.998078,0.00192167
183,0.0188388,0.981161
184,0.0657938,0.934206
185,0.998049,0.00195141
186,0.00282576,0.997174
187,0.00714993,0.99285
188,0.00244406,0.997556
189,0.00218717,0.997813
190,0.00225887,0.997741
191,0.00319288,0.996807
192,0.00199859,0.998001
193,0.0639034,0.936097
194,0.0175499,0.98245
195,0.00265412,0.997346
196,0.00216864,0.997831
197,0.00651281,0.993487
198,0.0363147,0.963685
199,0.993707,0.00629276
200,0.997642,0.00235799
201,0.998514,0.00148599
202,0.997438,0.00256157
203,0.996801,0.00319852
204,0.0130828,0.986917
205,0.037641,0.962359
206,0.013789,0.986211
207,0.00140493,0.998595
208,0.0146017,0.985398
209,0.00324825,0.996752
210,0.00312059,0.996879
211,0.0338659,0.966134
212,0.0156974,0.984303
213,0.00368753,0.996312
214,0.560118,0.439882
215,0.992967,0.00703255
216,0.0192058,0.980794
217,0.254765,0.745235
218,0.082021,0.917979
219,0.092874,0.907126
220,0.00426757,0.995732
221,0.00125031,0.99875
222,0.00215632,0.997844
223,0.903837,0.0961627
224,0.943658,0.0563423
225,0.890321,0.109679
226,0.881983,0.118017
227,0.613312,0.386688
228,0.9994,0.000600059
229,0.554776,0.445224
230,0.997493,0.0025066
231,0.990079,0.0099213
232,0.00343815,0.996562
233,0.00140094,0.998599
234,0.9979,0.00210006
235,0.0149715,0.985029
236,0.681781,0.318219
237,0.652481,0.347519
238,0.00117681,0.998823
239,0.00877152,0.991228
240,0.999273,0.000726992
241,0.00302031,0.99698
242,0.796973,0.203027
243,0.414375,0.585625
244,0.399671,0.600329
245,0.00269393,0.997306
246,0.00645535,0.993545
247,0.994061,0.0059394
248,0.997453,0.00254695
249,0.993822,0.00617761
250,0.99881,0.00119004
251,0.996663,0.00333675
252,0.312681,0.687319
253,0.00158728,0.998413
254,0.0241739,0.975826
255,0.623564,0.376436
256,0.0668131,0.933187
257,0.00209327,0.997907
258,0.0863189,0.913681
259,0.264372,0.735628
260,0.00564796,0.994352
261,0.00143687,0.998563
262,0.0317961,0.968204
263,0.00382198,0.996178
264,0.992118,0.0078823
265,0.00864405,0.991356
266,0.00873551,0.991264
267,0.0326559,0.967344
268,0.605466,0.394534
269,0.975791,0.0242085
270,0.00717116,0.992829
271,0.00224051,0.997759
272,0.996087,0.00391269
273,0.0128068,0.987193
274,0.987958,0.012042
275,0.00320145,0.996799
276,0.00295207,0.997048
277,0.992818,0.00718219
278,0.995229,0.00477075
279,0.00429667,0.995703
280,0.0266739,0.973326
281,0.0127928,0.987207
282,0.213056,0.786944
283,0.996392,0.00360801
284,0.847822,0.152178
285,0.787323,0.212677
286,0.0107656,0.989234
287,0.0602831,0.939717
288,0.159109,0.840891
289,0.0359518,0.964048
290,0.00896967,0.99103
291,0.00873547,0.991265
292,0.0205123,0.979488
293,0.0286094,0.971391
294,0.99879,0.00121032
295,0.0314968,0.968503
296,0.0710069,0.928993
297,0.00832693,0.991673
298,0.00310704,0.996893
299,0.99756,0.00243991
300,0.490516,0.509484
301,0.00582615,0.994174
302,0.0230428,0.976957
303,0.940724,0.0592764
304,0.994206,0.00579356
305,0.0305706,0.969429
306,0.998787,0.00121256
307,0.0249875,0.975013
308,0.985616,0.0143839
309,0.00644803,0.993552
310,0.0133517,0.986648
311,0.784827,0.215173
312,0.9525,0.0475001
313,0.998044,0.00195571
314,0.0898631,0.910137
315,0.0694926,0.930507
316,0.0878324,0.912168
317,0.0410901,0.95891
318,0.958917,0.0410827
319,0.527934,0.472066
320,0.997217,0.00278298
321,0.0253657,0.974634
322,0.121179,0.878821
323,0.00550393,0.994496
324,0.011986,0.988014
325,0.104455,0.895545
326,0.981435,0.0185654
327,0.982914,0.017086
328,0.161448,0.838552
329,0.399225,0.600775
330,0.995123,0.00487676
331,0.00828341,0.991717
332,0.0062407,0.993759
333,0.0569235,0.943076
334,0.977165,0.0228349
335,0.0355316,0.964468
336,0.114577,0.885423
337,0.00289567,0.997104
338,0.990258,0.00974154
339,0.998091,0.0019092
340,0.040227,0.959773
341,0.0375612,0.962439
342,0.016154,0.983846
343,0.011677,0.988323
344,0.00685778,0.993142
345,0.0241946,0.975805
346,0.00494339,0.995057
347,0.228423,0.771577
348,0.00985907,0.990141
349,0.22751,0.77249
350,0.58663,0.41337
351,0.0884595,0.91154
352,0.00268074,0.997319
353,0.00536946,0.994631
354,0.0708717,0.929128
355,0.00999685,0.990003
356,0.0111414,0.988859
357,0.0675043,0.932496
358,0.0283275,0.971672
359,0.0234806,0.976519
360,0.00768162,0.992318
361,0.00967593,0.990324
362,0.0016616,0.998338
363,0.00226469,0.997735
364,0.082089,0.917911
365,0.0265349,0.973465
366,0.0305354,0.969465
367,0.975762,0.0242385
368,0.931583,0.0684172
369,0.00780431,0.992196
370,0.998855,0.00114521
371,0.976663,0.0233368
372,0.14364,0.85636
373,0.972122,0.0278784
374,0.997412,0.00258844
375,0.47552,0.52448
376,0.007966,0.992034
377,0.991966,0.00803416
378,0.0476377,0.952362
379,0.011625,0.988375
380,0.925233,0.0747674
381,0.789783,0.210217
382,0.997704,0.00229627
383,0.0133975,0.986602
384,0.0301639,0.969836
385,0.126085,0.873915
386,0.354686,0.645314
387,0.0101465,0.989853
388,0.602702,0.397298
389,0.00701784,0.992982
390,0.152813,0.847187
391,0.116731,0.883269
392,0.544411,0.455589
393,0.995198,0.00480208
394,0.00436337,0.995637
395,0.996813,0.003187
396,0.00446483,0.995535
397,0.00233276,0.997667
398,0.968096,0.0319037
399,0.0201698,0.97983
400,0.00416758,0.995832
401,0.030405,0.969595
402,0.111258,0.888742
403,0.998641,0.00135895
404,0.992173,0.00782716
405,0.986873,0.0131267
406,0.980518,0.0194818
407,0.011296,0.988704
408,0.995162,0.00483835
409,0.89723,0.10277
410,0.490175,0.509825
411,0.83211,0.16789
412,0.965353,0.0346472
413,0.662897,0.337103
414,0.0413748,0.958625
415,0.878754,0.121246
416,0.953147,0.0468527
417,0.704859,0.295141
418,0.362328,0.637672
419,0.543568,0.456432
420,0.368676,0.631324
421,0.00999339,0.990007
422,0.690733,0.309267
423,0.00316255,0.996837
424,0.382071,0.617929
425,0.99816,0.00183999
426,0.0575124,0.942488
427,0.0157097,0.98429
428,0.239258,0.760742
429,0.0199337,0.980066
430,0.0529686,0.947031
431,0.00320491,0.996795
432,0.00329881,0.996701
433,0.973629,0.0263714
434,0.184968,0.815032
435,0.453262,0.546737
436,0.0239448,0.976055
437,0.317896,0.682104
438,0.124803,0.875197
439,0.42072,0.57928
440,0.426393,0.573607
441,0.0127402,0.98726
442,0.00519482,0.994805
443,0.265272,0.734728
444,0.0194318,0.980568
445,0.926028,0.0739724
446,0.935009,0.0649909
447,0.996892,0.00310781
448,0.0686307,0.931369
449,0.981378,0.0186218
450,0.0330718,0.966928
451,0.00275237,0.997248
452,0.555994,0.444006
453,0.0163688,0.983631
454,0.993017,0.00698338
455,0.998023,0.00197724
456,0.991867,0.00813335
457,0.0138957,0.986104
458,0.0393161,0.960684
459,0.00395082,0.996049
460,0.016352,0.983648
461,0.713037,0.286963
462,0.899908,0.100092
463,0.993849,0.0061509
464,0.574719,0.425281
465,0.400927,0.599073
466,0.943756,0.0562439
467,0.477977,0.522023
468,0.0250925,0.974908
469,0.993764,0.00623564
470,0.957143,0.0428569
471,0.984352,0.0156485
472,0.25814,0.74186
473,0.252131,0.747869
474,0.998896,0.00110368
475,0.035654,0.964346
476,0.80062,0.19938
477,0.997201,0.00279853
478,0.997176,0.00282359
479,0.0202894,0.979711
480,0.00738049,0.99262
481,0.0641475,0.935852
482,0.983297,0.0167032
483,0.0234585,0.976542
484,0.0180523,0.981948
485,0.940026,0.0599738
486,0.994254,0.00574644
487,0.410784,0.589216
488,0.811633,0.188367
489,0.807393,0.192607
490,0.996496,0.00350352
491,0.00526008,0.99474
492,0.044579,0.955421
493,0.996735,0.00326505
494,0.01655,0.98345
495,0.0385504,0.96145
496,0.206947,0.793052
497,0.554935,0.445065
498,0.933363,0.0666366
499,0.997853,0.00214744
500,0.839012,0.160988
501,0.00496602,0.995034
502,0.0107444,0.989256
503,0.148511,0.851489
504,0.0149424,0.985058
505,0.994808,0.00519212
506,0.994957,0.005043
507,0.987149,0.0128514
508,0.0680291,0.931971
509,0.0142688,0.985731
510,0.845304,0.154696
511,0.0682604,0.93174
512,0.946897,0.0531027
513,0.999645,0.000354604
514,0.995328,0.00467173
515,0.000337816,0.999662
516,0.000434117,0.999566
517,0.00155213,0.998448
518,0.00138739,0.998613
519,0.0197128,0.980287
520,0.000499699,0.9995
521,0.000893708,0.999106
522,0.000520327,0.99948
523,0.997498,0.00250165
524,0.00046219,0.999538
525,0.000308364,0.999692
526,0.0007012,0.999299
527,0.000500285,0.9995
528,0.000547477,0.999453
529,0.000375269,0.999625
530,0.00450861,0.995491
531,0.000545065,0.999455
532,0.000469619,0.99953
533,0.00046508,0.999535
534,0.00319366,0.996806
535,0.0169348,0.983065
536,0.000624525,0.999376
537,0.279107,0.720893
538,0.246087,0.753913
539,0.189847,0.810153
540,0.984794,0.0152057
541,0.86187,0.13813
542,0.748202,0.251798
543,0.916158,0.0838424
544,0.979313,0.0206867
545,0.998594,0.00140587
546,0.0712512,0.928749
547,0.980428,0.0195721
548,0.00645475,0.993545
549,0.00126952,0.99873
550,0.997926,0.00207447
551,0.000930018,0.99907
552,0.000782012,0.999218
553,0.000646526,0.999353
554,0.00093472,0.999065
555,0.000282613,0.999717
556,0.0360404,0.96396
557,0.00619713,0.993803
558,0.00209248,0.997908
559,0.000870671,0.999129
560,0.00121933,0.998781
561,0.000749849,0.99925
562,0.00109766,0.998902
563,0.00839048,0.99161
564,0.997175,0.00282535
565,0.00165775,0.998342
566,0.00835308,0.991647
567,0.000407937,0.999592
568,0.000318104,0.999682
569,0.000348494,0.999652
570,0.000937814,0.999062
571,0.0478051,0.952195
572,0.00959596,0.990404
573,0.0025272,0.997473
574,0.000359157,0.999641
575,0.0066019,0.993398
576,0.00109911,0.998901
577,0.00046535,0.999535
578,0.000464364,0.999536
579,0.0550271,0.944973
580,0.0154066,0.984593
581,0.988668,0.0113316
582,0.000453926,0.999546
583,0.0150065,0.984993
584,0.00292806,0.997072
585,0.0109777,0.989022
586,0.703963,0.296037
587,0.00218614,0.997814
588,0.00079148,0.999209
589,0.000658206,0.999342
590,0.000370386,0.99963
591,0.00166884,0.998331
592,0.99367,0.00632964
593,0.000425153,0.999575
594,0.00572332,0.994277
595,0.00747875,0.992521
596,0.000703541,0.999296
597,0.000677225,0.999323
598,0.995743,0.00425649
599,0.751396,0.248604
600,0.999567,0.000433242
601,0.00218894,0.997811
602,0.992891,0.00710945
603,0.992936,0.00706368
604,0.00111748,0.998882
605,0.0019336,0.998066
606,0.00298325,0.997017
607,0.999366,0.000634246
608,0.0561381,0.943862
609,0.000794573,0.999205
610,0.903435,0.0965654
611,0.000511439,0.999489
612,0.201091,0.798909
613,0.00250044,0.9975
614,0.000342201,0.999658
615,0.00117115,0.998829
616,0.000955857,0.999044
617,0.000613215,0.999387
618,0.00287192,0.997128
619,0.180774,0.819226
620,0.052628,0.947372
621,0.00419649,0.995804
622,0.000415644,0.999584
623,0.000415142,0.999585
624,0.000342757,0.999657
625,0.995419,0.00458122
626,0.999562,0.00043807
627,0.000535998,0.999464
628,0.000400105,0.9996
629,0.266636,0.733364
630,0.000931966,0.999068
631,0.000445229,0.999555
632,0.999791,0.000209093
633,0.999603,0.000396923
634,0.94871,0.0512901
635,0.99959,0.000410398
636,0.999471,0.000528485
637,0.00150157,0.998498
638,0.999688,0.000312463
639,0.998926,0.00107449
640,0.999081,0.000918522
641,0.00241494,0.997585
642,0.000451068,0.999549
643,0.366145,0.633855
644,0.0471974,0.952803
645,0.0873937,0.912606
646,0.999715,0.000284897
647,0.99881,0.00119036
648,0.968712,0.0312883
649,0.00091324,0.999087
650,0.000980908,0.999019
651,0.000821832,0.999178
652,0.0011998,0.9988
653,0.00283693,0.997163
654,0.000733938,0.999266
655,0.00165938,0.998341
656,0.000631071,0.999369
657,0.035415,0.964585
658,0.00210547,0.997895
659,0.00135652,0.998643
660,0.0183927,0.981607
661,0.00060898,0.999391
662,0.999557,0.000443059
663,0.997135,0.00286463
664,0.00102892,0.998971
665,0.00134886,0.998651
666,0.000936331,0.999064
667,0.000968641,0.999031
668,0.000553115,0.999447
669,0.000534902,0.999465
670,0.00215573,0.997844
671,0.000520893,0.999479
672,0.000645954,0.999354
673,0.17071,0.82929
674,0.994699,0.00530067
675,0.0581302,0.94187
676,0.999276,0.000724523
677,0.00207754,0.997922
678,0.000664724,0.999335
679,0.000531338,0.999469
680,0.0126742,0.987326
681,0.0178663,0.982134
682,0.950054,0.0499457
683,0.0413555,0.958645
684,0.996194,0.00380578
685,0.00141174,0.998588
686,0.749232,0.250768
687,0.00115662,0.998843
688,0.105808,0.894192
689,0.00128819,0.998712
690,0.00111453,0.998885
691,0.000684386,0.999316
692,0.928798,0.0712022
693,0.998396,0.00160395
694,0.00079926,0.999201
695,0.726714,0.273286
696,0.0307869,0.969213
697,0.000531503,0.999469
698,0.0161366,0.983863
699,0.000649582,0.99935
700,0.999722,0.000277719
701,0.0097645,0.990236
702,0.993914,0.00608627
703,0.000393516,0.999607
704,0.00313112,0.996869
705,0.00381639,0.996184
706,0.848076,0.151924
707,0.000504614,0.999495
708,0.00106946,0.998931
709,0.330003,0.669997
710,0.000365208,0.999635
711,0.0080714,0.991929
712,0.000431521,0.999569
713,0.000709484,0.99929
714,0.000687235,0.999313
715,0.00115374,0.998846
716,0.00879103,0.991209
717,0.999353,0.000647125
718,0.000518439,0.999482
719,0.000496933,0.999503
720,0.00111943,0.998881
721,0.963284,0.0367157
722,0.00131356,0.998686
723,0.999623,0.000376541
724,0.994429,0.00557078
725,0.421151,0.578849
726,0.999782,0.000218522
727,0.999563,0.000437163
728,0.000376762,0.999623
729,0.000439994,0.99956
730,0.000798976,0.999201
731,0.00171815,0.998282
732,0.999526,0.000474306
733,0.0020245,0.997976
734,0.000433236,0.999567
735,0.00111743,0.998883
736,0.998318,0.00168234
737,0.994489,0.00551113
738,0.988807,0.0111934
739,0.999546,0.000454463
740,0.994339,0.00566118
741,0.000698267,0.999302
742,0.999611,0.000389126
743,0.00101884,0.998981
744,0.00269502,0.997305
745,0.00153863,0.998461
746,0.996679,0.0033206
747,0.979054,0.020946
748,0.000636126,0.999364
749,0.0024793,0.997521
750,0.002775,0.997225
751,0.000495473,0.999505
752,0.000447609,0.999552
753,0.999772,0.000228435
754,0.976773,0.0232271
755,0.999239,0.000760904
756,0.999794,0.00020587
757,0.000580154,0.99942
758,0.999532,0.000468359
759,0.00076662,0.999233
760,0.000688365,0.999312
761,0.00462539,0.995375
762,0.000741247,0.999259
763,0.000445479,0.999554
764,0.00239813,0.997602
765,0.824653,0.175347
766,0.00197489,0.998025
767,0.987397,0.0126029
768,0.149471,0.850529
769,0.302844,0.697156
770,0.00556675,0.994433
771,0.997488,0.00251151
772,0.00153877,0.998461
773,0.0023747,0.997625
774,0.926573,0.0734273
775,0.00316731,0.996833
776,0.00378407,0.996216
777,0.00107754,0.998922
778,0.0257054,0.974295
779,0.937434,0.0625656
780,0.00392162,0.996078
781,0.0265254,0.973475
782,0.480154,0.519846
783,0.00164684,0.998353
784,0.987228,0.0127719
785,0.020502,0.979498
786,0.977787,0.0222129
787,0.995279,0.00472065
788,0.00195866,0.998041
789,0.992906,0.00709348
790,0.770308,0.229692
791,0.00101604,0.998984
792,0.00854249,0.991458
793,0.0852374,0.914763
794,0.00175851,0.998242
795,0.98238,0.0176201
796,0.00069168,0.999308
797,0.995647,0.00435255
798,0.745972,0.254028
799,0.997653,0.00234731
800,0.996722,0.00327819
801,0.997552,0.00244809
802,0.941441,0.0585594
803,0.0294882,0.970512
804,0.000800132,0.9992
805,0.00512274,0.994877
806,0.0087538,0.991246
807,0.0165124,0.983488
808,0.00192622,0.998074
809,0.00989146,0.990108
810,0.997453,0.00254676
811,0.976303,0.0236966
812,0.258436,0.741565
813,0.994935,0.00506532
814,0.386749,0.613251
815,0.994779,0.00522113
816,0.00152094,0.998479
817,0.00380064,0.996199
818,0.939932,0.0600679
819,0.997161,0.0028388
820,0.0330966,0.966903
821,0.108927,0.891073
822,0.488387,0.511613
823,0.99509,0.00490994
824,0.00107095,0.998929
825,0.00325243,0.996748
826,0.999398,0.000601585
827,0.00886745,0.991133
828,0.0729955,0.927004
829,0.0338626,0.966137
830,0.00306662,0.996933
831,0.0820605,0.917939
832,0.024185,0.975815
833,0.00750614,0.992494
834,0.0117481,0.988252
835,0.213244,0.786756
836,0.929217,0.0707831
837,0.564692,0.435308
838,0.31827,0.68173
839,0.996135,0.0038649
840,0.996662,0.00333767
841,0.0145874,0.985413
842,0.0029321,0.997068
843,0.0257427,0.974257
844,0.988649,0.0113505
845,0.488579,0.511421
846,0.00301349,0.996987
847,0.00119819,0.998802
848,0.00434479,0.995655
849,0.00329184,0.996708
850,0.00197309,0.998027
851,0.815918,0.184082
852,0.000865703,0.999134
853,0.00574971,0.99425
854,0.0936459,0.906354
855,0.00565763,0.994342
856,0.00277717,0.997223
857,0.907115,0.0928854
858,0.00428173,0.995718
859,0.00503789,0.994962
860,0.00433714,0.995663
861,0.994983,0.0050172
862,0.993176,0.00682399
863,0.992882,0.00711812
864,0.000789765,0.99921
865,0.00935232,0.990648
866,0.316928,0.683072
867,0.997578,0.00242153
868,0.100557,0.899443
869,0.0122015,0.987799
870,0.687303,0.312697
871,0.0650602,0.93494
872,0.920572,0.0794277
873,0.00805635,0.991944
874,0.00948208,0.990518
875,0.720893,0.279107
876,0.00723825,0.992762
877,0.0616676,0.938332
878,0.887521,0.112479
879,0.106696,0.893304
880,0.929154,0.0708456
881,0.999075,0.00092478
882,0.0024579,0.997542
883,0.0270488,0.972951
884,0.82929,0.17071
885,0.127705,0.872295
886,0.00507018,0.99493
887,0.405185,0.594815
888,0.297337,0.702663
889,0.00523137,0.994769
890,0.11334,0.88666
891,0.533679,0.466321
892,0.986924,0.0130762
893,0.00859134,0.991409
894,0.000983502,0.999017
895,0.00751217,0.992488
896,0.00808293,0.991917
897,0.102342,0.897658
898,0.0655039,0.934496
899,0.00454726,0.995453
900,0.0303465,0.969653
901,0.998294,0.00170558
902,0.97602,0.0239795
903,0.520802,0.479198
904,0.00570173,0.994298
905,0.0036436,0.996356
906,0.00146459,0.998535
907,0.00140996,0.99859
908,0.00786234,0.992138
909,0.0875629,0.912437
910,0.997944,0.00205609
911,0.999501,0.000499241
912,0.00280912,0.997191
913,0.00187372,0.998126
914,0.812404,0.187596
915,0.00402648,0.995974
916,0.00541771,0.994582
917,0.00801575,0.991984
918,0.0333889,0.966611
919,0.999228,0.00077171
920,0.195683,0.804317
921,0.99583,0.00417015
922,0.0024742,0.997526
923,0.00313638,0.996864
924,0.911088,0.088912
925,0.00334821,0.996652
926,0.00670112,0.993299
927,0.756252,0.243749
928,0.00889894,0.991101
929,0.00126351,0.998736
930,0.0470117,0.952988
931,0.00422673,0.995773
932,0.994472,0.00552796
933,0.023753,0.976247
934,0.00154041,0.99846
935,0.00418379,0.995816
936,0.100432,0.899568
937,0.406853,0.593147
938,0.00371148,0.996289
939,0.0325522,0.967448
940,0.00555519,0.994445
941,0.998328,0.0016717
942,0.593574,0.406426
943,0.00264134,0.997359
944,0.00123438,0.998766
945,0.957665,0.0423348
946,0.00145527,0.998545
947,0.00143791,0.998562
948,0.0160644,0.983936
949,0.999381,0.000618632
950,0.997058,0.00294202
951,0.281051,0.718949
952,0.998706,0.00129422
953,0.00670159,0.993298
954,0.987404,0.012596
955,0.998041,0.00195876
956,0.00884381,0.991156
957,0.404977,0.595023
958,0.012819,0.987181
959,0.000863136,0.999137
960,0.00913566,0.990864
961,0.00156082,0.998439
962,0.00311685,0.996883
963,0.102535,0.897465
964,0.00597966,0.99402
965,0.969892,0.0301077
966,0.00500573,0.994994
967,0.89706,0.102941
968,0.00137026,0.99863
969,0.997736,0.00226419
970,0.00754964,0.99245
971,0.636984,0.363016
972,0.659715,0.340285
973,0.281093,0.718907
974,0.998687,0.00131255
975,0.539718,0.460282
976,0.0180136,0.981986
977,0.00150278,0.998497
978,0.197727,0.802273
979,0.0102942,0.989706
980,0.00200881,0.997991
981,0.256016,0.743984
982,0.0156766,0.984323
983,0.00249119,0.997509
984,0.970213,0.0297869
985,0.00693698,0.993063
986,0.00291353,0.997086
987,0.520396,0.479604
988,0.00682508,0.993175
989,0.0021054,0.997895
990,0.0582193,0.941781
991,0.00346754,0.996532
992,0.777528,0.222472
993,0.913798,0.0862024
994,0.994198,0.00580164
995,0.998337,0.00166313
996,0.911017,0.0889831
997,0.998877,0.00112259
998,0.00339592,0.996604
999,0.0428477,0.957152
1000,0.00263695,0.997363
1001,0.995243,0.00475693
1002,0.619104,0.380896
1003,0.48395,0.51605
1004,0.758053,0.241947
1005,0.0133667,0.986633
1006,0.999392,0.000607685
1007,0.924638,0.0753616
1008,0.965824,0.0341764
1009,0.0015357,0.998464
1010,0.516888,0.483112
1011,0.978966,0.0210341
1012,0.00789185,0.992108
1013,0.0103894,0.989611
1014,0.313409,0.686591
1015,0.000966961,0.999033
1016,0.015211,0.984789
1017,0.395542,0.604458
1018,0.990519,0.00948149
1019,0.00133693,0.998663
1020,0.251094,0.748906
1021,0.990486,0.00951363
1022,0.00712612,0.992874
1023,0.0341443,0.965856
1024,0.00650443,0.993496
1025,0.0482376,0.951762
1026,0.00445127,0.995549
1027,0.997517,0.00248257
1028,0.00169268,0.998307
1029,0.0440898,0.95591
1030,0.976093,0.023907
1031,0.0465962,0.953404
1032,0.374211,0.625789
1033,0.00241054,0.997589
1034,0.971669,0.0283312
1035,0.185592,0.814408
1036,0.979143,0.0208566
1037,0.00219785,0.997802
1038,0.190973,0.809027
1039,0.749682,0.250318
1040,0.00101891,0.998981
1041,0.998695,0.00130531
1042,0.994581,0.00541893
1043,0.972252,0.027748
1044,0.00100451,0.998995
1045,0.999211,0.000789019
1046,0.000709852,0.99929
1047,0.00130599,0.998694
1048,0.00810286,0.991897
1049,0.00179118,0.998209
1050,0.989893,0.010107
1051,0.0123711,0.987629
1052,0.997303,0.00269745
1053,0.00123566,0.998764
1054,0.00913988,0.99086
1055,0.025856,0.974144
1056,0.012123,0.987877
1057,0.00167964,0.99832
1058,0.00168122,0.998319
1059,0.654519,0.345481
1060,0.998572,0.00142832
1061,0.993464,0.00653609
1062,0.00144212,0.998558
1063,0.00279801,0.997202
1064,0.00176668,0.998233
1065,0.00169418,0.998306
1066,0.00353504,0.996465
1067,0.00289932,0.997101
1068,0.0415165,0.958483
1069,0.456185,0.543815
1070,0.0161544,0.983846
1071,0.880756,0.119244
1072,0.985969,0.0140314
1073,0.00475956,0.99524
1074,0.00182149,0.998178
1075,0.00490131,0.995099
1076,0.0152756,0.984725
1077,0.0114277,0.988572
1078,0.00463308,0.995367
1079,0.995792,0.00420762
1080,0.990539,0.00946119
1081,0.995434,0.00456561
1082,0.0140703,0.98593
1083,0.845121,0.154879
1084,0.059496,0.940504
